"name_full","name_sort","year_born","year_died","is_dead","org_acronym"
"Hulk Hogan","Hulk Hogan",,,"0","WCW"
"JW Storm","JW Storm",,,"0","WCW"
"Jake Roberts","Jake Roberts",,,"0","WCW"
"James E. Cornette","James E. Cornette",,,"0","WCW"
"Jason Jett","Jason Jett",,,"0","WCW"
"Jean Paul Levesque","Jean Paul Levesque",,,"0","WCW"
"Jeff Jarrett","Jeff Jarrett",,,"0","WCW"
"Jerry Flynn","Jerry Flynn",,,"0","WCW"
"Jesse Ventura","Jesse Ventura",,,"0","WCW"
"Hacksaw Jim Duggan","Hacksaw Jim Duggan",,,"0","WCW"
"Jim Neidhart","Jim Neidhart","1955","2018","1","WCW"
"Jim Powers","Jim Powers",,,"0","WCW"
"Jungle Jim Steele","Jungle Jim Steele",,,"0","WCW"
"Jimmy Graffiti","Jimmy Graffiti","1962","2014","1","WCW"
"Jimmy Hart","Jimmy Hart",,,"0","WCW"
"Jimmy Valiant","Jimmy Valiant",,,"0","JCP"
"Joey Maggs","Joey Maggs","1969","2006","1","WCW"
"Johnny Ace","Johnny Ace",,,"0","WCW"
"Johnny B. Badd","Johnny B. Badd",,,"0","WCW"
"Johnny Gunn","Johnny Gunn",,,"0","WCW"
"Johnny Swinger","Johnny Swinger",,,"0","WCW"
"Judge Mills Lane","Judge Mills Lane",,,"0","WCW"
"The Junkyard Dog","Junkyard Dog","1952","1998","1","WCW"
"Jushin Thunder Liger","Jushin Thunder Liger",,,"0","WCW"
"Juventud Guerrera","Juventud Guerrera",,,"0","WCW"
"Kamala","Kamala","1950","2020","1","WCW"
"Karl Malone","Karl Malone",,,"0","WCW"
"Kendall Windham","Kendall Windham",,,"0","WCW"
"Kensuke Sasaki","Kensuke Sasaki",,,"0","WCW"
"Kevin Greene","Kevin Greene","1962","2020","1","WCW"
"Kevin Sullivan","Kevin Sullivan","1949","2024","1","WCW"
"Kid Romeo","Kid Romeo",,,"0","WCW"
"Kimberly Page","Kimberly Page",,,"0","WCW"
"Koji Kanemoto","Koji Kanemoto",,,"0","WCW"
"Konnan","Konnan",,,"0","WCW"
"Kurasawa","Kurasawa",,,"0","WCW"
"La Parka","La Parka",,,"0","WCW"
"Lance Ringo","Lance Ringo",,,"0","WCW"
"Lance Storm","Lance Storm",,,"0","WCW"
"Larry Zbyszko","Larry Zbyszko",,,"0","WCW"
"Lash LeRoux","Lash LeRoux",,,"0","WCW"
"LWO (Latino World Order)","LWO (Latino World Order)",,,"0","WCW"
"Lenny Lane","Lenny Lane",,,"0","WCW"
"Lex Luger","Lex Luger",,,"0","WCW"
"Lizmark Jr.","Lizmark Jr.",,,"0","WCW"
"Loch Ness","Loch Ness","1947","1998","1","WCW"
"Lodi","Lodi",,,"0","WCW"
"Luna Vachon","Luna Vachon","1962","2010","1","WCW"
"M.I. Smooth","M.I. Smooth","1967","2024","1","WCW"
"""Macho Man"" Randy Savage","Macho Man Randy Savage","1952","2011","1","WCW"
"Madusa","Madusa",,,"0","WCW"
"The Maestro","Maestro",,,"0","WCW"
"Major Gunns","Major Gunns",,,"0","WCW"
"Manny Fernandez","Manny Fernandez",,,"0","JCP"
"Buff Bagwell","Buff Bagwell",,,"0","WCW"
"Mark Starr","Mark Starr","1962","2013","1","WCW"
"Marty Jannetty","Marty Jannetty",,,"0","WCW"
"Masahiro Chono","Masahiro Chono",,,"0","WCW"
"Maxx Payne","Maxx Payne",,,"0","WCW"
"Mean Mark Callous","Mean Mark Callous",,,"0","WCW"
"Meiko Satomura","Meiko Satomura",,,"0","WCW"
"Meng","Meng",,,"0","WCW"
"Michael Hayes","Michael Hayes",,,"0","WCW"
"Midajah","Midajah",,,"0","WCW"
"Miguel Pérez Jr.","Miguel Perez Jr.",,,"0","WCW"
"Mike Awesome","Mike Awesome","1965","2007","1","WCW"
"Mike Enos","Mike Enos",,,"0","WCW"
"Mike Rotundo","Mike Rotundo",,,"0","WCW"
"Mike Sanders","Mike Sanders",,,"0","WCW"
"Mikey Whipwreck","Mikey Whipwreck",,,"0","WCW"
"Mil Máscaras","Mil Mascaras",,,"0","WCW"
"The Misfits in Action","Misfits in Action",,,"0","WCW"
"Stacy Keibler","Stacy Keibler",,,"0","WCW"
"Miss Jacqueline","Miss Jacqueline",,,"0","WCW"
"Mona","Mona",,,"0","WCW"
"The Motor City Madman","Motor City Madman",,,"0","WCW"
"Mr. JL","Mr. JL",,,"0","WCW"
"Mr. T","Mr. T",,,"0","WCW"
"The Natural Born Thrillers","Natural Born Thrillers",,,"0","WCW"
"nWo (New World Order)","nWo (New World Order)",,,"0","WCW"
"Nick Patrick","Nick Patrick",,,"0","WCW"
"Nikita Koloff","Nikita Koloff",,,"0","WCW"
"The No Limit Soldiers","No Limit Soldiers",,,"0","WCW"
"Norman Smiley","Norman Smiley",,,"0","WCW"
"Norman","Norman","1957","2010","1","WCW"
"nWo (B-Team)","nWo (B-Team)",,,"0","WCW"
"nWo (2000)","nWo (2000)",,,"0","WCW"
"nWo (Wolfpac)","nWo (Wolfpac)",,,"0","WCW"
"One Man Gang","One Man Gang",,,"0","WCW"
"PN News","PN News",,,"0","WCW"
"The Patriot","Patriot","1961","2021","1","WCW"
"Paul E. Dangerously","Paul E. Dangerously",,,"0","WCW"
"Paul Orndorff","Paul Orndorff","1949","2021","1","WCW"
"Perry Saturn","Perry Saturn",,,"0","WCW"
"The Artist","Artist",,,"0","WCW"
"Psychosis","Psychosis",,,"0","WCW"
"Ranger Ross","Ranger Ross",,,"0","WCW"
"Raven","Raven",,,"0","WCW"
"Renegade","Renegade","1965","1999","1","WCW"
"Reno","Reno",,,"0","WCW"
"The Revolution","Revolution",,,"0","WCW"
"Rey Mysterio Jr.","Rey Mysterio Jr.",,,"0","WCW"
"Reyna Jubuki","Reyna Jubuki",,,"0","WCW"
"Ric Flair","Ric Flair",,,"0","WCW"
"Rick Martel","Rick Martel",,,"0","WCW"
"Rick Rude","Rick Rude","1958","1999","1","WCW"
"Rick Steiner","Rick Steiner",,,"0","WCW"
"Rick Fuller","Rick Fuller",,,"0","WCW"
"Ricky Steamboat","Ricky Steamboat",,,"0","WCW"
"Robbie V","Robbie V",,,"0","WCW"
"Roddy Piper","Roddy Piper","1954","2015","1","WCW"
"Ron Simmons","Ron Simmons",,,"0","WCW"
"Ronnie Garvin","Ronnie Garvin",,,"0","JCP"
"Sabu","Sabu",,,"0","WCW"
"Scott Norton","Scott Norton",,,"0","WCW"
"Scott Putski","Scott Putski",,,"0","WCW"
"Scott Steiner","Scott Steiner",,,"0","WCW"
"Scotty Riggs","Scotty Riggs",,,"0","WCW"
"Sgt. Craig Pittman","Sgt. Craig Pittman",,,"0","WCW"
"Shane Douglas","Shane Douglas",,,"0","WCW"
"Shane Helms","Shane Helms",,,"0","WCW"
"Shawn Stasiak","Shawn Stasiak",,,"0","WCW"
"The Shockmaster","Shockmaster",,,"0","WCW"
"Sick Boy","Sick Boy",,,"0","WCW"
"Sid Vicious","Sid Vicious","1960","2024","1","WCW"
"Silver King","Silver King","1968","2019","1","WCW"
"Stan Hansen","Stan Hansen",,,"0","WCW"
"Starblazer","Starblazer",,,"0","WCW"
"Steve Austin","Steve Austin",,,"0","WCW"
"Steve 'Mongo' McMichael","Steve McMichael",,,"0","WCW"
"Steve Williams","Steve Williams","1960","2009","1","WCW"
"Steven Regal","Steven Regal",,,"0","WCW"
"Stevie Ray","Stevie Ray",,,"0","WCW"
"Stevie Richards","Stevie Richards",,,"0","WCW"
"Sting","Sting",,,"0","WCW"
"The Stud Stable","Stud Stable",,,"0","WCW"
"Súper Caló","Super Calo",,,"0","WCW"
"Syxx","Syxx",,,"0","WCW"
"Tank Abbott","Tank Abbott",,,"0","WCW"
"Tatsumi Fujinami","Tatsumi Fujinami",,,"0","WCW"
"Taylor Made Man","Taylor Made Man",,,"0","WCW"
"Team Canada","Team Canada",,,"0","WCW"
"Terry Funk","Terry Funk","1944","2023","1","WCW"
"Terry Taylor","Terry Taylor",,,"0","WCW"
"Tommy Rich","Tommy Rich",,,"0","WCW"
"Tony Atlas","Tony Atlas",,,"0","WCW"
"Torrie Wilson","Torrie Wilson",,,"0","WCW"
"Toshie Uematsu","Toshie Uematsu",,,"0","WCW"
"Tully Blanchard","Tully Blanchard",,,"0","WCW"
"Último Dragón","Ultimo Dragon",,,"0","WCW"
"Vampiro","Vampiro",,,"0","WCW"
"Van Hammer","Van Hammer",,,"0","WCW"
"The Varsity Club","Varsity Club",,,"0","WCW"
"Vince Russo","Vince Russo",,,"0","WCW"
"The Wall","Wall","1966","2003","1","WCW"
"Warrior","Warrior","1959","2014","1","WCW"
"The West Texas Rednecks","West Texas Rednecks",,,"0","WCW"
"Bryan Clark","Bryan Clark",,,"0","WCW"
"The York Foundation","York Foundation",,,"0","WCW"
"Yuji Nagata","Yuji Nagata",,,"0","WCW"
"Zero","Zero",,,"0","WCW"
"The Z-Man","Z-Man","1958","2017","1","WCW"
"Adam Bomb","Adam Bomb",,,"0","WWE"
"Ahmed Johnson","Ahmed Johnson",,,"0","WWE"
"Akebono","Akebono","1969","2024","1","WWE"
"Al Snow","Al Snow",,,"0","WWE"
"Al Wilson","Al Wilson","1941","2019","1","WWE"
"Matt Bloom","Matt Bloom",,,"0","WWE"
"Alex Porteau","Alex Porteau",,,"0","WWE"
"The Alliance","Alliance",,,"0","WWE"
"Alundra Blayze","Alundra Blayze",,,"0","WWE"
"Amy Weber","Amy Weber",,,"0","WWE"
"Animal","Animal","1960","2020","1","WWE"
"Armando Estrada","Armando Estrada",,,"0","WWE"
"Arn Anderson","Arn Anderson",,,"0","WWE"
"Arnold Schwarzenegger","Arnold Schwarzenegger",,,"0","WWE"
"Ashley","Ashley","1979","2019","1","WWE"
"Balls Mahoney","Balls Mahoney","1972","2016","1","WWE"
"Bam Bam Bigelow","Bam Bam Bigelow","1961","2007","1","WWE"
"Barbara Bush","Barbara Bush",,,"0","WWE"
"Barry Horowitz","Barry Horowitz",,,"0","WWE"
"Barry Windham","Barry Windham",,,"0","WWE"
"Bart Gunn","Bart Gunn",,,"0","WWE"
"Bastion Booger","Bastion Booger","1957","2010","1","WWE"
"Batista","Batista",,,"0","WWE"
"Battle Kat","Battle Kat","1958","1998","1","WWE"
"Bertha Faye","Bertha Faye","1961","2001","1","WWE"
"Beth Phoenix","Beth Phoenix",,,"0","WWE"
"Betty Griffith","Betty Griffith",,,"0","WWE"
"Big Boss Man","Big Boss Man","1963","2004","1","WWE"
"Big Dick Johnson","Big Dick Johnson",,,"0","WWE"
"Big John Studd","Big John Studd","1948","1995","1","WWE"
"Big Show","Big Show",,,"0","WWE"
"Bill DeMott","Bill DeMott",,,"0","WWE"
"Billy Gunn","Billy Gunn",,,"0","WWE"
"Billy Kidman","Billy Kidman",,,"0","WWE"
"The Blue Meanie","Blue Meanie",,,"0","WWE"
"Bluedust","Bluedust",,,"0","WWE"
"Bob Backlund","Bob Backlund",,,"0","WWE"
"'Cowboy' Bob Orton Jr.","Bob Orton Jr.",,,"0","WWE"
"Bob Uecker","Bob Uecker","1934","2025","1","WWE"
"Bobby 'The Brain' Heenan","Bobby The Brain Heenan","1944","2017","1","WWE"
"Bobby Lashley","Bobby Lashley",,,"0","WWE"
"The Boogeyman","Boogeyman",,,"0","WWE"
"Booker T","Booker T",,,"0","WWE"
"Brakus","Brakus",,,"0","WWE"
"Bret Hart","Bret Hart",,,"0","WWE"
"Grandmaster Sexay","Grandmaster Sexay","1972","2018","1","WWE"
"The Brian Kendrick","Brian Kendrick",,,"0","WWE"
"Brian Pillman","Brian Pillman","1962","1997","1","WWE"
"The British Bulldog","British Bulldog","1962","2002","1","WWE"
"Brock Lesnar","Brock Lesnar",,,"0","WWE"
"The Brooklyn Brawler","Brooklyn Brawler",,,"0","WWE"
"Brother Love","Brother Love",,,"0","WWE"
"Brutus 'The Barber' Beefcake","Brutus 'The Barber' Beefcake",,,"0","WWE"
"Buddy Landel","Buddy Landel","1961","2015","1","WWE"
"Buff Bagwell","Buff Bagwell",,,"0","WWE"
"Bull Buchanan","Bull Buchanan",,,"0","WWE"
"Bull Nakano","Bull Nakano",,,"0","WWE"
"Butch Reed","Butch Reed","1954","2021","1","WWE"
"Butterbean","Butterbean",,,"0","WWE"
"Candice Michelle","Candice Michelle",,,"0","WWE"
"Caprice Coleman","Caprice Coleman",,,"0","WWE"
"Carlito","Carlito",,,"0","WWE"
"Carmella DeCesare","Carmella DeCesare",,,"0","WWE"
"Charlie Haas","Charlie Haas",,,"0","WWE"
"Chavo Classic","Chavo Classic","1949","2017","1","WWE"
"Chavo Guerrero","Chavo Guerrero",,,"0","WWE"
"Mosh","Mosh",,,"0","WWE"
"Cherry","Cherry",,,"0","WWE"
"Chester McCheeserton","Chester McCheeserton",,,"0","WWE"
"Chris Benoit","Chris Benoit","1967","2007","1","WWE"
"Chris Jericho","Chris Jericho",,,"0","WWE"
"Kanyon","Kanyon","1970","2010","1","WWE"
"Chris Masters","Chris Masters",,,"0","WWE"
"Christian","Christian",,,"0","WWE"
"Christopher Nowinski","Christopher Nowinski",,,"0","WWE"
"Christy Hemme","Christy Hemme",,,"0","WWE"
"Chuck Norris","Chuck Norris",,,"0","WWE"
"Chuck Palumbo","Chuck Palumbo",,,"0","WWE"
"Chyna","Chyna","1969","2016","1","WWE"
"Cibernético","Cibernetico",,,"0","WWE"
"CM Punk","CM Punk",,,"0","WWE"
"Cody Rhodes","Cody Rhodes",,,"0","WWE"
"Corporal Kirchner","Corporal Kirchner","1957","2021","1","WWE"
"The Corporate Ministry","Corporate Ministry",,,"0","WWE"
"The Corporation","Corporation",,,"0","WWE"
"Crash","Crash","1971","2003","1","WWE"
"Crowbar","Crowbar",,,"0","WWE"
"Crush","Crush","1964","2007","1","WWE"
"Curtis Hughes","Curtis Hughes",,,"0","WWE"
"Daivari","Daivari",,,"0","WWE"
"Dan 'The Beast' Severn","Dan Severn",,,"0","WWE"
"Dan Rodimer","Dan Rodimer",,,"0","WWE"
"Daniel Puder","Daniel Puder",,,"0","WWE"
"Danny Basham","Danny Basham",,,"0","WWE"
"Droz","Droz","1969","2023","1","WWE"
"Dave Taylor","Dave Taylor",,,"0","WWE"
"David Flair","David Flair",,,"0","WWE"
"Dawn Marie","Dawn Marie",,,"0","WWE"
"Dean Douglas","Dean Douglas",,,"0","WWE"
"Dean Malenko","Dean Malenko",,,"0","WWE"
"Debra","Debra",,,"0","WWE"
"Deuce 'N Domino","Deuce 'N Domino",,,"0","WWE"
"David Hart Smith","David Hart Smith",,,"0","WWE"
"Diamond Dallas Page","Diamond Dallas Page",,,"0","WWE"
"Dino Bravo","Dino Bravo","1948","1993","1","WWE"
"Dirty Dick Slater","Dick Slater","1951","2018","1","WWE"
"The Disciples of Apocalypse (Faction)","Disciples of Apocalypse (Faction)",,,"0","WWE"
"D'Lo Brown","D'Lo Brown",,,"0","WWE"
"Doink the Clown (Matt Borne)","Doink the Clown (Matt Borne)","1957","2013","1","WWE"
"Don Muraco","Don Muraco",,,"0","WWE"
"Donald Trump","Donald Trump",,,"0","WWE"
"Doris Snyder","Doris Snyder",,,"0","WWE"
"Dory Funk Jr.","Dory Funk Jr.",,,"0","WWE"
"Dr. Death Steve Williams","Dr. Death Steve Williams","1960","2009","1","WWE"
"Drew Carey","Drew Carey",,,"0","WWE"
"Drew McIntyre","Drew McIntyre",,,"0","WWE"
"Gillberg","Gillberg",,,"0","WWE"
"The Duchess of Queensbury","Duchess of Queensbury",,,"0","WWE"
"Duke 'The Dumpster' Droese","Duke Droese",,,"0","WWE"
"Dusty Rhodes","Dusty Rhodes","1945","2015","1","WWE"
"Earl Hebner","Earl Hebner",,,"0","WWE"
"Earthquake","Earthquake","1963","2006","1","WWE"
"The Easter Bunny","Easter Bunny",,,"0","WWE"
"Eddie Guerrero","Eddie Guerrero","1967","2005","1","WWE"
"Edge","Edge",,,"0","WWE"
"El Gran Luchadore (Paul London)","El Gran Luchadore (Paul London)",,,"0","WWE"
"El Torito","El Torito","1966","2016","1","WWE"
"Elijah Burke","Elijah Burke",,,"0","WWE"
"Elizabeth","Elizabeth","1960","2003","1","WWE"
"Eric Bischoff","Eric Bischoff",,,"0","WWE"
"Ernest ""The Cat"" Miller","Ernest ""The Cat"" Miller",,,"0","WWE"
"Essa Rios","Essa Rios",,,"0","WWE"
"Eugene","Eugene",,,"0","WWE"
"Eve Torres","Eve Torres",,,"0","WWE"
"Everett Hart","Everett Hart","1939","2017","1","WWE"
"Ron Simmons","Ron Simmons",,,"0","WWE"
"The Fabulous Moolah","Fabulous Moolah","1923","2007","1","WWE"
"Razor Ramon (II)","Razor Ramon (II)","1970","2019","1","WWE"
"Finlay","Finlay",,,"0","WWE"
"Flash Funk","Flash Funk",,,"0","WWE"
"Floyd Mayweather","Floyd Mayweather",,,"0","WWE"
"Francine","Francine",,,"0","WWE"
"Frankie Kazarian","Frankie Kazarian",,,"0","WWE"
"Freddie Joe Floyd","Freddie Joe Floyd","1962","2020","1","WWE"
"Funaki","Funaki",,,"0","WWE"
"Gail Kim","Gail Kim",,,"0","WWE"
"Gangrel","Gangrel",,,"0","WWE"
"Gerald Brisco","Gerald Brisco",,,"0","WWE"
"Giant Gonzalez","Giant Gonzalez","1966","2010","1","WWE"
"The Gobbledy Gooker","Gobbledy Gooker",,,"0","WWE"
"The Godfather","Godfather",,,"0","WWE"
"Goldberg","Goldberg",,,"0","WWE"
"Goldust","Goldust",,,"0","WWE"
"The Goon","Goon",,,"0","WWE"
"The Great Khali","Great Khali",,,"0","WWE"
"The Great Sasuke","Great Sasuke",,,"0","WWE"
"Greg Valentine","Greg Valentine",,,"0","WWE"
"Gunner Scott","Gunner Scott",,,"0","WWE"
"Hacksaw Jim Duggan","Hacksaw Jim Duggan",,,"0","WWE"
"Haku","Haku",,,"0","WWE"
"Hakushi","Hakushi",,,"0","WWE"
"Hardcore Holly","Hardcore Holly",,,"0","WWE"
"Harley Race","Harley Race","1943","2019","1","WWE"
"Heidenreich","Heidenreich",,,"0","WWE"
"Henry O. Godwinn","Henry O. Godwinn",,,"0","WWE"
"Hercules","Hercules","1956","2004","1","WWE"
"The Higher Power","Higher Power",,,"0","WWE"
"Hillbilly Jim","Hillbilly Jim",,,"0","WWE"
"Honky Tonk Man","Honky Tonk Man",,,"0","WWE"
"Hornswoggle","Hornswoggle",,,"0","WWE"
"Howard Finkel","Howard Finkel","1950","2020","1","WWE"
"Hulk Hogan","Hulk Hogan",,,"0","WWE"
"The Hurricane","Hurricane",,,"0","WWE"
"The Iron Sheik","Iron Sheik","1942","2023","1","WWE"
"Irwin R. Schyster (I.R.S.)","Irwin R. Schyster",,,"0","WWE"
"Ivory","Ivory",,,"0","WWE"
"J.O.B. Squad","J.O.B. Squad",,,"0","WWE"
"Jackie Gayda","Jackie Gayda",,,"0","WWE"
"Jackyl","Jackyl",,,"0","WWE"
"Jacqueline","Jacqueline",,,"0","WWE"
"Jake 'The Snake' Roberts","Jake Roberts",,,"0","WWE"
"James Dick","James Dick",,,"0","WWE"
"Jim Cornette","Jim Cornette",,,"0","WWE"
"Jamie Noble","Jamie Noble",,,"0","WWE"
"Jazz","Jazz",,,"0","WWE"
"Jean-Pierre LaFitte","Jean-Pierre LaFitte",,,"0","WWE"
"Jeff Hardy","Jeff Hardy",,,"0","WWE"
"Jeff Jarrett","Jeff Jarrett",,,"0","WWE"
"Jerry ""The King"" Lawler","Jerry Lawler",,,"0","WWE"
"Jerry Lynn","Jerry Lynn",,,"0","WWE"
"Jesse Ventura","Jesse Ventura",,,"0","WWE"
"Jillian Hall","Jillian Hall",,,"0","WWE"
"Jim 'The Anvil' Neidhart","Jim 'The Anvil' Neidhart","1955","2018","1","WWE"
"Jim Ross","Jim Ross",,,"0","WWE"
"Jimmy Snuka","Jimmy Snuka","1943","2017","1","WWE"
"Jimmy Rave","Jimmy Rave","1982","2021","1","WWE"
"Jimmy Wang Yang","Jimmy Wang Yang",,,"0","WWE"
"Joanne Imbriani","Joanne Imbriani",,,"0","WWE"
"Joey Styles","Joey Styles",,,"0","WWE"
"JBL","JBL",,,"0","WWE"
"John Cena","John Cena",,,"0","WWE"
"John Morrison","John Morrison",,,"0","WWE"
"John Walsh","John Walsh",,,"0","WWE"
"Johnny 'The Bull' Stamboli","Johnny Stamboli",,,"0","WWE"
"Johnny Parisi","Johnny Parisi",,,"0","WWE"
"Jonathan Coachman","Jonathan Coachman",,,"0","WWE"
"Jonathan Taylor Thomas","Jonathan Taylor Thomas",,,"0","WWE"
"Josh Mathews","Josh Mathews",,,"0","WWE"
"Joy Giovanni","Joy Giovanni",,,"0","WWE"
"The Junkyard Dog","Junkyard Dog","1952","1998","1","WWE"
"Just Joe","Just Joe",,,"0","WWE"
"Justin Credible","Justin Credible",,,"0","WWE"
"Juventud","Juventud",,,"0","WWE"
"Kamala","Kamala","1950","2020","1","WWE"
"Kane","Kane",,,"0","WWE"
"The Kat","Kat",,,"0","WWE"
"Katie Lea Burchill","Katie Lea Burchill",,,"0","WWE"
"Kelly Kelly","Kelly Kelly",,,"0","WWE"
"Ken Patera","Ken Patera",,,"0","WWE"
"Ken Shamrock","Ken Shamrock",,,"0","WWE"
"Kenny Dykstra","Kenny Dykstra",,,"0","WWE"
"Kenzo Suzuki","Kenzo Suzuki",,,"0","WWE"
"Kevin Federline","Kevin Federline",,,"0","WWE"
"Kevin Nash","Kevin Nash",,,"0","WWE"
"Kid Kash","Kid Kash",,,"0","WWE"
"Kofi Kingston","Kofi Kingston",,,"0","WWE"
"Koko B. Ware","Koko B. Ware",,,"0","WWE"
"Kristal","Kristal",,,"0","WWE"
"Kurrgan","Kurrgan",,,"0","WWE"
"Kurt Angle","Kurt Angle",,,"0","WWE"
"Lamont","Lamont",,,"0","WWE"
"Lance Cade","Lance Cade","1981","2010","1","WWE"
"Lance Storm","Lance Storm",,,"0","WWE"
"Latin Lover","Latin Lover",,,"0","WWE"
"Lawrence Taylor","Lawrence Taylor",,,"0","WWE"
"Layla","Layla",,,"0","WWE"
"Leilani Kai","Leilani Kai",,,"0","WWE"
"Lena Yada","Lena Yada",,,"0","WWE"
"Lex Luger","Lex Luger",,,"0","WWE"
"Lilian Garcia","Lilian Garcia",,,"0","WWE"
"Linda McMahon","Linda McMahon",,,"0","WWE"
"Lita","Lita",,,"0","WWE"
"Los Boricuas","Los Boricuas",,,"0","WWE"
"Los Conquistadors","Los Conquistadors",,,"0","WWE"
"Ludvig Borga","Ludvig Borga","1963","2010","1","WWE"
"Luna","Luna","1962","2010","1","WWE"
"Luther Reigns","Luther Reigns",,,"0","WWE"
"The Machines","Machines",,,"0","WWE"
"Macho Libre","Macho Libre",,,"0","WWE"
"""Macho Man"" Randy Savage","Macho Man Randy Savage","1952","2011","1","WWE"
"Mae Young","Mae Young","1923","2014","1","WWE"
"Man Mountain Rock","Man Mountain Rock",,,"0","WWE"
"Mankind (Exit)","Mankind (Exit)",,,"0","WWE"
"Mantaur","Mantaur","1968","2023","1","WWE"
"Marc Mero","Marc Mero",,,"0","WWE"
"Marcus Cor Von","Marcus Cor Von",,,"0","WWE"
"Maria Kanellis","Maria Kanellis",,,"0","WWE"
"Mark Henry","Mark Henry",,,"0","WWE"
"Mark Jindrak","Mark Jindrak",,,"0","WWE"
"Marty Jannetty","Marty Jannetty",,,"0","WWE"
"Maryse","Maryse",,,"0","WWE"
"Matt Hardy","Matt Hardy",,,"0","WWE"
"Matt Morgan","Matt Morgan",,,"0","WWE"
"Matt Striker","Matt Striker",,,"0","WWE"
"Maven","Maven",,,"0","WWE"
"Mini Max","Mini Max",,,"0","WWE"
"Max Moon","Max Moon",,,"0","WWE"
"""Mean"" Gene Okerlund","Mean Gene Okerlund","1942","2019","1","WWE"
"Melina","Melina",,,"0","WWE"
"Michael Cole","Michael Cole",,,"0","WWE"
"Michael Hayes","Michael Hayes",,,"0","WWE"
"Michelle Deighton","Michelle Deighton",,,"0","WWE"
"Mick Foley","Mick Foley",,,"0","WWE"
"Mickie James","Mickie James",,,"0","WWE"
"Mideon","Mideon",,,"0","WWE"
"Mike Awesome","Mike Awesome","1965","2007","1","WWE"
"Mike Knox","Mike Knox",,,"0","WWE"
"Mike Tyson","Mike Tyson",,,"0","WWE"
"Mil Máscaras","Mil Mascaras",,,"0","WWE"
"Ted DiBiase","Ted DiBiase",,,"0","WWE"
"The Ministry of Darkness","Ministry of Darkness",,,"0","WWE"
"The Miz","Miz",,,"0","WWE"
"Molly Holly","Molly Holly",,,"0","WWE"
"Montel Vontavious Porter (MVP)","Montel Vontavious Porter (MVP)",,,"0","WWE"
"Kevin Thorn","Kevin Thorn",,,"0","WWE"
"Morton Downey Jr.","Morton Downey Jr.","1932","2001","1","WWE"
"The Mountie","Mountie",,,"0","WWE"
"Mr. Kennedy","Mr. Kennedy",,,"0","WWE"
"Mr. Perfect","Mr. Perfect","1958","2003","1","WWE"
"Muhammad Hassan","Muhammad Hassan",,,"0","WWE"
"Natalya","Natalya",,,"0","WWE"
"Nathan Jones","Nathan Jones",,,"0","WWE"
"The Nation","Nation",,,"0","WWE"
"Nicholas Turturro","Nicholas Turturro",,,"0","WWE"
"Nick Patrick","Nick Patrick",,,"0","WWE"
"Nicole Bass","Nicole Bass","1964","2017","1","WWE"
"Nidia","Nidia",,,"0","WWE"
"Nikolai Volkoff","Nikolai Volkoff","1947","2018","1","WWE"
"Nunzio","Nunzio",,,"0","WWE"
"The Oddities","Oddities",,,"0","WWE"
"One Man Gang","One Man Gang",,,"0","WWE"
"Orlando Jordan","Orlando Jordan",,,"0","WWE"
"Outback Jack","Outback Jack",,,"0","WWE"
"Owen Hart","Owen Hart","1965","1999","1","WWE"
"Pamela Anderson","Pamela Anderson",,,"0","WWE"
"Pat Patterson","Pat Patterson","1941","2020","1","WWE"
"The Patriot","Patriot","1961","2021","1","WWE"
"Paul Burchill","Paul Burchill",,,"0","WWE"
"Paul Heyman","Paul Heyman",,,"0","WWE"
"Paul London","Paul London",,,"0","WWE"
"Perry Saturn","Perry Saturn",,,"0","WWE"
"Pete Rose","Pete Rose","1941","2024","1","WWE"
"Pierroth","Pierroth",,,"0","WWE"
"Psicosis","Psicosis",,,"0","WWE"
"Rad Radford","Rad Radford","1971","1998","1","WWE"
"The Radicalz","Radicalz",,,"0","WWE"
"Randy Orton","Randy Orton",,,"0","WWE"
"Raven","Raven",,,"0","WWE"
"Rick Rude","Rick Rude","1958","1999","1","WWE"
"Scott Hall","Scott Hall","1958","2022","1","WWE"
"Terry Taylor","Terry Taylor",,,"0","WWE"
"Rene Dupree","Rene Dupree",,,"0","WWE"
"Repo Man","Repo Man",,,"0","WWE"
"D-Von Dudley","D-Von Dudley",,,"0","WWE"
"Rey Mysterio","Rey Mysterio",,,"0","WWE"
"Rhyno","Rhyno",,,"0","WWE"
"Ric Flair","Ric Flair",,,"0","WWE"
"Rick Martel","Rick Martel",,,"0","WWE"
"Rick Steiner","Rick Steiner",,,"0","WWE"
"Ricky Steamboat","Ricky Steamboat",,,"0","WWE"
"Rico","Rico",,,"0","WWE"
"Right to Censor","Right to Censor",,,"0","WWE"
"Rikishi","Rikishi",,,"0","WWE"
"Road Dogg","Road Dogg",,,"0","WWE"
"Rob Conway","Rob Conway",,,"0","WWE"
"Rob Van Dam","Rob Van Dam",,,"0","WWE"
"Robin Leach","Robin Leach","1941","2018","1","WWE"
"The Rock","Rock ",,,"0","WWE"
"Rockin' Robin","Rockin' Robin",,,"0","WWE"
"Rodney Mack","Rodney Mack",,,"0","WWE"
"Rosey","Rosey","1970","2017","1","WWE"
"Rowdy Roddy Piper","Rowdy Roddy Piper","1954","2015","1","WWE"
"Sable","Sable",,,"0","WWE"
"Sabu","Sabu",,,"0","WWE"
"Sakoda","Sakoda","1972","2021","1","WWE"
